date,store_id,product_id,units_sold,sell_price,inventory_on_hand,stockout_flag
2025-01-01,2,36,32,55.19,39,False
2025-01-01,2,37,60,334.86,79,False
2025-01-01,2,38,22,124.12,27,False
2025-01-01,2,39,71,364.93,82,False
2025-01-01,2,40,45,338.02,74,False
2025-01-01,2,41,16,230.24,42,False
2025-01-01,2,42,38,159.69,44,False
2025-01-01,2,43,80,370.32,88,False
2025-01-01,2,44,50,477.34,58,False
2025-01-01,2,45,39,375.77,46,False
2025-01-01,2,46,74,92.43,97,False
2025-01-01,2,47,61,429.55,70,False
2025-01-01,2,48,31,279.18,53,False
2025-01-01,2,49,55,338.61,69,False
2025-01-01,2,50,35,120.51,62,False
2025-01-01,3,1,57,390.8,72,False
2025-01-01,3,2,44,87.9,53,False
2025-01-01,3,3,21,391.08,47,False
2025-01-01,3,4,79,234.07,106,False
2025-01-01,3,5,56,189.93,62,False
2025-01-01,3,6,62,473.6,91,False
2025-01-01,3,7,56,423.69,86,False
2025-01-01,3,8,97,322.3,117,False
2025-01-01,3,9,69,463.85,85,False
2025-01-01,3,10,39,71.02,51,False
2025-01-01,3,11,44,253.63,49,False
2025-01-01,3,12,45,264.44,72,False
2025-01-01,3,13,63,494.78,85,False
2025-01-01,3,14,46,103.78,69,False
2025-01-01,3,15,36,435.46,44,False
2025-01-01,3,16,19,78.88,45,False
2025-01-01,3,17,62,272.55,91,False
2025-01-01,3,18,75,391.99,105,False
2025-01-01,3,19,70,458.3,93,False
2025-01-01,3,20,95,103.66,122,False
2025-01-01,3,21,31,386.24,41,False
2025-01-01,3,22,51,320.83,80,False
2025-01-01,3,23,33,147.66,47,False
2025-01-01,3,24,71,161.87,94,False
2025-01-01,3,25,32,140.1,57,False
2025-01-01,3,26,16,146.7,31,False
2025-01-01,3,27,42,341.5,69,False
2025-01-01,3,28,63,101.81,72,False
2025-01-01,3,29,15,135.64,44,False
2025-01-01,3,30,44,128.21,50,False
2025-01-01,3,31,41,366.65,49,False
2025-01-01,3,32,23,96.15,48,False
2025-01-01,3,33,75,217.75,94,False
2025-01-01,3,34,35,78.77,46,False
2025-01-01,3,35,62,153.55,91,False
2025-01-01,3,36,34,447.21,42,False
2025-01-01,3,37,16,264.48,21,False
2025-01-01,3,38,55,160.47,66,False
2025-01-01,3,39,88,467.17,115,False
2025-01-01,3,40,12,452.65,28,False
2025-01-01,3,41,47,470.2,67,False
2025-01-01,3,42,60,54.87,69,False
2025-01-01,3,43,33,278.37,53,False
2025-01-01,3,44,61,324.87,75,False
2025-01-01,3,45,101,129.55,118,False
2025-01-01,3,46,79,440.67,87,False
2025-01-01,3,47,79,57.5,103,False
2025-01-01,3,48,58,199.37,85,False
2025-01-01,3,49,59,228.4,75,False
2025-01-01,3,50,55,354.46,72,False
2025-01-01,4,1,40,474.8,52,False
2025-01-01,4,2,29,107.46,50,False
2025-01-01,4,3,65,386.7,71,False
2025-01-01,4,4,56,199.86,70,False
2025-01-01,4,5,56,433.45,73,False
2025-01-01,4,6,20,180.06,43,False
2025-01-01,4,7,29,114.15,59,False
2025-01-01,4,8,38,352.58,45,False
2025-01-01,4,9,98,83.04,106,False
2025-01-01,4,10,25,437.89,55,False
2025-01-01,4,11,55,114.63,62,False
2025-01-01,4,12,34,250.05,57,False
2025-01-01,4,13,49,273.74,60,False
2025-01-01,4,14,68,489.17,83,False
2025-01-01,4,15,70,233.77,96,False
2025-01-01,4,16,52,273.53,76,False
2025-01-01,4,17,79,307.68,108,False
2025-01-01,4,18,35,184.45,64,False
2025-01-01,4,19,38,482.97,54,False
2025-01-01,4,20,42,221.06,67,False
2025-01-01,4,21,50,108.77,75,False
2025-01-01,4,22,78,349.53,84,False
2025-01-01,4,23,64,438.81,90,False
2025-01-01,4,24,30,202.51,60,False
2025-01-01,4,25,77,438.94,86,False
2025-01-01,4,26,67,403.97,72,False
2025-01-01,4,27,28,139.91,42,False
2025-01-01,4,28,70,482.72,96,False
2025-01-01,4,29,62,240.81,89,False
2025-01-01,4,30,50,71.99,66,False
2025-01-01,4,31,39,116.07,60,False
2025-01-01,4,32,97,407.16,108,False
2025-01-01,4,33,40,164.19,53,False
2025-01-01,4,34,63,218.89,87,False
2025-01-01,4,35,76,177.9,89,False
2025-01-01,4,36,52,373.27,58,False
2025-01-01,4,37,60,385.82,83,False
2025-01-01,4,38,59,55.61,81,False
2025-01-01,4,39,27,140.04,51,False
2025-01-01,4,40,25,369.19,50,False
2025-01-01,4,41,64,219.72,92,False
2025-01-01,4,42,43,259.7,53,False
2025-01-01,4,43,56,315.19,80,False
2025-01-01,4,44,54,417.35,78,False
2025-01-01,4,45,55,83.08,61,False
2025-01-01,4,46,61,109.7,70,False
2025-01-01,4,47,26,154.63,33,False
2025-01-01,4,48,51,402.6,65,False
2025-01-01,4,49,31,89.23,51,False
2025-01-01,4,50,75,133.81,80,False
2025-01-01,5,1,92,117.61,102,False
2025-01-01,5,2,27,179.51,40,False
2025-01-01,5,3,52,363.43,64,False
2025-01-01,5,4,80,139.52,95,False
2025-01-01,5,5,23,445.71,34,False
2025-01-01,5,6,52,388.41,82,False
2025-01-01,5,7,70,242.42,80,False
2025-01-01,5,8,61,174.11,81,False
2025-01-01,5,9,36,328.16,43,False
2025-01-01,5,10,55,353.94,78,False
2025-01-01,5,11,50,268.64,60,False
2025-01-01,5,12,59,490.91,72,False
2025-01-01,5,13,58,331.33,84,False
2025-01-01,5,14,61,360.79,82,False
2025-01-01,5,15,47,162.41,74,False
2025-01-01,5,16,61,194.7,67,False
2025-01-01,5,17,50,442.64,55,False
2025-01-01,5,18,52,348.78,75,False
2025-01-01,5,19,62,94.98,69,False
2025-01-01,5,20,33,275.45,43,False
2025-01-01,5,21,37,334.98,55,False
2025-01-01,5,22,74,235.29,97,False
2025-01-01,5,23,62,479.85,84,False
2025-01-01,5,24,21,119.43,47,False
2025-01-01,5,25,54,87.29,84,False
2025-01-01,5,26,64,427.77,88,False
2025-01-01,5,27,32,237.9,51,False
2025-01-01,5,28,27,241.56,32,False
2025-01-01,5,29,74,100.74,97,False
2025-01-01,5,30,24,325.54,54,False
2025-01-01,5,31,60,164.61,86,False
2025-01-01,5,32,73,146.61,85,False
2025-01-01,5,33,53,380.35,66,False
2025-01-01,5,34,53,366.18,79,False
2025-01-01,5,35,71,283.68,81,False
2025-01-01,5,36,46,296.72,63,False
2025-01-01,5,37,76,492.71,101,False
2025-01-01,5,38,55,427.82,61,False
2025-01-01,5,39,51,237.05,58,False
2025-01-01,5,40,86,170.69,111,False
2025-01-01,5,41,75,191.81,81,False
2025-01-01,5,42,26,443.32,50,False
2025-01-01,5,43,25,54.77,45,False
2025-01-01,5,44,93,79.63,104,False
2025-01-01,5,45,13,329.34,38,False
2025-01-01,5,46,52,53.08,59,False
2025-01-01,5,47,28,456.75,37,False
2025-01-01,5,48,67,131.83,93,False
2025-01-01,5,49,62,394.72,80,False
2025-01-01,5,50,78,424.49,105,False
2025-01-01,6,1,74,293.44,80,False
2025-01-01,6,2,75,277.64,91,False
2025-01-01,6,3,43,128.98,69,False
2025-01-01,6,4,38,183.25,44,False
2025-01-01,6,5,65,411.41,89,False
2025-01-01,6,6,44,245.01,49,False
2025-01-01,6,7,48,316.85,66,False
2025-01-01,6,8,46,477.3,63,False
2025-01-01,6,9,37,491.8,46,False
2025-01-01,6,10,77,274.95,86,False
2025-01-01,6,11,22,152.04,35,False
2025-01-01,6,12,43,453.72,50,False
2025-01-01,6,13,56,114.33,74,False
2025-01-01,6,14,29,405.62,49,False
2025-01-01,6,15,16,125.81,23,False
2025-01-01,6,16,56,443.63,77,False
2025-01-01,6,17,53,430.24,73,False
2025-01-01,6,18,51,80.71,70,False
2025-01-01,6,19,29,390.88,38,False
2025-01-01,6,20,76,80.46,92,False
2025-01-01,6,21,83,96.68,96,False
2025-01-01,6,22,74,223.48,84,False
2025-01-01,6,23,32,87.69,57,False
2025-01-01,6,24,49,463.45,69,False
2025-01-01,6,25,39,267.72,50,False
2025-01-01,6,26,64,299.02,93,False
2025-01-01,6,27,38,59.37,63,False
2025-01-01,6,28,49,181.69,65,False
2025-01-01,6,29,53,243.44,70,False
2025-01-01,6,30,50,303.94,80,False
2025-01-01,6,31,47,451.76,63,False
2025-01-01,6,32,26,117.98,55,False
2025-01-01,6,33,41,376.14,55,False
2025-01-01,6,34,59,89.84,83,False
2025-01-01,6,35,48,150.3,75,False
2025-01-01,6,36,66,357.93,95,False
2025-01-01,6,37,66,147.48,81,False
2025-01-01,6,38,48,80.16,59,False
2025-01-01,6,39,62,184.17,86,False
2025-01-01,6,40,51,270.49,62,False
2025-01-01,6,41,34,485.63,63,False
2025-01-01,6,42,71,412.78,90,False
2025-01-01,6,43,66,281.77,88,False
2025-01-01,6,44,19,147.06,32,False
2025-01-01,6,45,66,483.64,89,False
2025-01-01,6,46,62,478.9,75,False
2025-01-01,6,47,74,206.21,79,False
2025-01-01,6,48,88,265.88,98,False
2025-01-01,6,49,54,430.4,59,False
2025-01-01,6,50,65,369.37,90,False
2025-01-01,7,1,24,407.31,51,False
2025-01-01,7,2,92,460.15,111,False
2025-01-01,7,3,17,415.93,28,False
2025-01-01,7,4,52,97.99,67,False
2025-01-01,7,5,31,67.95,37,False
2025-01-01,7,6,22,117.69,44,False
2025-01-01,7,7,51,176.67,71,False
2025-01-01,7,8,61,376.61,73,False
2025-01-01,7,9,13,412.5,21,False
2025-01-01,7,10,64,355.63,87,False
2025-01-01,7,11,53,106.81,63,False
2025-01-01,7,12,25,226.09,34,False
2025-01-01,7,13,33,77.53,41,False
2025-01-01,7,14,58,214.68,65,False
2025-01-01,7,15,71,369.57,80,False
2025-01-01,7,16,101,367.56,106,False
2025-01-01,7,17,50,231.44,75,False
2025-01-01,7,18,26,112.98,36,False
2025-01-01,7,19,15,233.11,23,False
2025-01-01,7,20,98,367.34,121,False
2025-01-01,7,21,46,279.01,51,False
2025-01-01,7,22,27,204.77,48,False
2025-01-01,7,23,92,128.46,97,False
2025-01-01,7,24,34,260.69,57,False
2025-01-01,7,25,105,384.39,111,False
2025-01-01,7,26,81,410.01,90,False
2025-01-01,7,27,60,203.52,68,False
2025-01-01,7,28,80,358.97,93,False
2025-01-01,7,29,40,152.92,48,False
2025-01-01,7,30,57,284.56,65,False
2025-01-01,7,31,52,322.98,71,False
2025-01-01,7,32,102,330.26,122,False
2025-01-01,7,33,50,274.46,70,False
2025-01-01,7,34,51,318.79,64,False
2025-01-01,7,35,60,228.51,88,False
2025-01-01,7,36,35,415.91,60,False
2025-01-01,7,37,69,162.01,74,False
2025-01-01,7,38,35,400.88,50,False
2025-01-01,7,39,79,151.69,104,False
2025-01-01,7,40,41,141.41,57,False
2025-01-01,7,41,64,378.74,82,False
2025-01-01,7,42,28,194.85,41,False
2025-01-01,7,43,37,110.26,46,False
2025-01-01,7,44,60,156.84,72,False
2025-01-01,7,45,22,263.85,43,False
2025-01-01,7,46,76,237.4,99,False
2025-01-01,7,47,49,124.74,75,False
2025-01-01,7,48,78,386.57,103,False
2025-01-01,7,49,43,213.38,71,False
2025-01-01,7,50,34,472.68,39,False
2025-01-01,8,1,31,280.71,61,False
2025-01-01,8,2,62,380.78,70,False
2025-01-01,8,3,10,225.71,40,False
2025-01-01,8,4,70,103.14,77,False
2025-01-01,8,5,63,95.03,89,False
2025-01-01,8,6,58,369.86,88,False
2025-01-01,8,7,62,374.58,92,False
2025-01-01,8,8,32,109.02,56,False
2025-01-01,8,9,39,475.04,57,False
2025-01-01,8,10,63,441.01,78,False
2025-01-01,8,11,71,175.4,98,False
2025-01-01,8,12,45,438.79,56,False
2025-01-01,8,13,15,336.92,25,False
2025-01-01,8,14,23,191.13,37,False
2025-01-01,8,15,54,51.71,76,False
2025-01-01,8,16,40,341.58,70,False
2025-01-01,8,17,87,453.41,104,False
2025-01-01,8,18,40,214.97,49,False
2025-01-01,8,19,30,440.59,48,False
2025-01-01,8,20,50,497.37,67,False
2025-01-01,8,21,63,396.89,89,False
2025-01-01,8,22,56,207.96,64,False
2025-01-01,8,23,70,141.27,90,False
2025-01-01,8,24,70,425.43,77,False
2025-01-01,8,25,55,254.69,61,False
2025-01-01,8,26,78,140.48,97,False
2025-01-01,8,27,61,461.35,86,False
2025-01-01,8,28,38,255.46,58,False
2025-01-01,8,29,47,166.73,53,False
2025-01-01,8,30,29,446.34,44,False
2025-01-01,8,31,40,57.45,55,False
2025-01-01,8,32,52,390.62,79,False
2025-01-01,8,33,35,294.59,42,False
2025-01-01,8,34,58,479.37,88,False
2025-01-01,8,35,58,237.17,85,False
2025-01-01,8,36,80,366.89,109,False
2025-01-01,8,37,76,275.45,86,False
2025-01-01,8,38,62,245.55,82,False
2025-01-01,8,39,93,239.46,109,False
2025-01-01,8,40,23,383.83,28,False
2025-01-01,8,41,89,460.7,110,False
2025-01-01,8,42,70,397.85,80,False
2025-01-01,8,43,53,51.88,76,False
2025-01-01,8,44,28,465.02,39,False
2025-01-01,8,45,30,315.68,39,False
2025-01-01,8,46,41,51.56,55,False
2025-01-01,8,47,49,70.79,67,False
2025-01-01,8,48,27,308.75,46,False
2025-01-01,8,49,66,58.93,89,False
2025-01-01,8,50,50,314.1,61,False
2025-01-01,9,1,58,221.78,68,False
2025-01-01,9,2,72,289.38,78,False
2025-01-01,9,3,73,180.67,102,False
2025-01-01,9,4,48,59.76,64,False
2025-01-01,9,5,65,303.02,85,False
2025-01-01,9,6,53,176.5,69,False
2025-01-01,9,7,72,304.14,83,False
2025-01-01,9,8,31,327.98,58,False
2025-01-01,9,9,56,125.4,69,False
2025-01-01,9,10,39,337.87,60,False
2025-01-01,9,11,63,418.75,70,False
2025-01-01,9,12,80,242.93,86,False
2025-01-01,9,13,53,204.64,83,False
2025-01-01,9,14,11,220.36,39,False
2025-01-01,9,15,54,159.6,59,False
2025-01-01,9,16,51,195.67,71,False
2025-01-01,9,17,60,311.96,78,False
2025-01-01,9,18,43,363.06,66,False
2025-01-01,9,19,44,70.77,66,False
2025-01-01,9,20,32,447.38,51,False
2025-01-01,9,21,96,215.49,104,False
2025-01-01,9,22,76,352.41,84,False
2025-01-01,9,23,97,243.5,105,False
2025-01-01,9,24,101,308.23,126,False
2025-01-01,9,25,46,371.2,63,False
2025-01-01,9,26,50,170.6,78,False
2025-01-01,9,27,49,484.66,68,False
2025-01-01,9,28,27,245.59,57,False
2025-01-01,9,29,46,453.81,71,False
2025-01-01,9,30,79,362.48,97,False
2025-01-01,9,31,48,436.63,69,False
2025-01-01,9,32,61,151.3,86,False
2025-01-01,9,33,79,273.49,106,False
2025-01-01,9,34,47,436.18,72,False
2025-01-01,9,35,71,117.03,87,False
2025-01-01,9,36,90,183.23,112,False
2025-01-01,9,37,96,472.91,105,False
2025-01-01,9,38,70,235.79,83,False
2025-01-01,9,39,105,398.08,135,False
2025-01-01,9,40,52,417.58,77,False
2025-01-01,9,41,66,482.57,78,False
2025-01-01,9,42,55,263.67,66,False
2025-01-01,9,43,59,199.93,66,False
2025-01-01,9,44,55,203.15,75,False
2025-01-01,9,45,97,332.09,125,False
2025-01-01,9,46,63,472.22,80,False
2025-01-01,9,47,32,451.41,44,False
2025-01-01,9,48,40,60.86,70,False
2025-01-01,9,49,31,91.93,43,False
2025-01-01,9,50,40,54.37,54,False
2025-01-01,10,1,25,187.63,33,False
2025-01-01,10,2,53,272.46,69,False
2025-01-01,10,3,34,369.76,43,False
2025-01-01,10,4,79,289.7,85,False
2025-01-01,10,5,41,307.19,47,False
2025-01-01,10,6,66,423.69,96,False
2025-01-01,10,7,70,197.6,85,False
2025-01-01,10,8,12,62.98,31,False
2025-01-01,10,9,10,483.08,25,False
2025-01-01,10,10,72,285.34,81,False
2025-01-01,10,11,75,486.18,84,False
2025-01-01,10,12,59,340.39,82,False
2025-01-01,10,13,64,237.38,72,False
2025-01-01,10,14,55,308.86,68,False
2025-01-01,10,15,40,205.07,45,False
2025-01-01,10,16,45,378.09,62,False
2025-01-01,10,17,43,55.13,62,False
2025-01-01,10,18,75,83.06,100,False
2025-01-01,10,19,50,278.5,72,False
2025-01-01,10,20,73,415.54,92,False
2025-01-01,10,21,75,424.49,88,False
2025-01-01,10,22,43,123.48,49,False
2025-01-01,10,23,26,183.69,35,False
2025-01-01,10,24,65,188.11,84,False
2025-01-01,10,25,30,359.99,50,False
2025-01-01,10,26,99,400.31,111,False
2025-01-01,10,27,80,496.4,100,False
2025-01-01,10,28,60,96.0,67,False
2025-01-01,10,29,78,66.62,83,False
2025-01-01,10,30,69,409.9,90,False
2025-01-01,10,31,65,149.74,85,False
2025-01-01,10,32,70,51.28,83,False
2025-01-01,10,33,102,218.69,115,False
2025-01-01,10,34,66,89.44,76,False
2025-01-01,10,35,93,415.95,99,False
2025-01-01,10,36,92,436.57,120,False
2025-01-01,10,37,42,235.0,54,False
2025-01-01,10,38,48,241.37,72,False
2025-01-01,10,39,41,342.58,62,False
2025-01-01,10,40,65,478.68,83,False
2025-01-01,10,41,62,222.81,73,False
2025-01-01,10,42,46,387.67,60,False
2025-01-01,10,43,77,310.42,98,False
2025-01-01,10,44,63,304.54,71,False
2025-01-01,10,45,54,403.79,84,False
2025-01-01,10,46,84,121.84,98,False
2025-01-01,10,47,48,245.61,71,False
2025-01-01,10,48,69,132.11,76,False
2025-01-01,10,49,36,444.22,55,False
2025-01-01,10,50,20,363.91,41,False
2025-01-02,1,1,35,405.6,44,False
2025-01-02,1,2,75,288.61,101,False
2025-01-02,1,3,70,124.58,79,False
2025-01-02,1,4,20,186.1,38,False
2025-01-02,1,5,68,281.06,80,False
2025-01-02,1,6,42,294.83,53,False
2025-01-02,1,7,70,488.68,99,False
2025-01-02,1,8,27,479.5,49,False
2025-01-02,1,9,18,180.04,24,False
2025-01-02,1,10,68,479.26,87,False
2025-01-02,1,11,24,138.93,30,False
2025-01-02,1,12,73,434.21,91,False
2025-01-02,1,13,26,300.7,51,False
2025-01-02,1,14,50,242.13,63,False
2025-01-02,1,15,79,156.38,98,False
2025-01-02,1,16,45,487.25,57,False
2025-01-02,1,17,26,330.27,46,False
2025-01-02,1,18,76,95.76,106,False
2025-01-02,1,19,62,83.03,85,False
2025-01-02,1,20,22,162.63,46,False
2025-01-02,1,21,93,231.42,104,False
2025-01-02,1,22,28,438.87,55,False
2025-01-02,1,23,43,419.56,48,False
2025-01-02,1,24,73,347.43,93,False
2025-01-02,1,25,74,267.87,97,False
2025-01-02,1,26,49,280.94,57,False
2025-01-02,1,27,72,312.54,91,False
2025-01-02,1,28,32,69.69,60,False
2025-01-02,1,29,34,391.39,47,False
2025-01-02,1,30,37,252.24,52,False
2025-01-02,1,31,95,149.4,123,False
2025-01-02,1,32,26,335.71,33,False
2025-01-02,1,33,35,178.0,62,False
2025-01-02,1,34,91,426.87,114,False
2025-01-02,1,35,66,336.81,96,False
2025-01-02,1,36,48,285.78,57,False
2025-01-02,1,37,30,191.46,42,False
2025-01-02,1,38,25,352.03,48,False
2025-01-02,1,39,48,430.63,61,False
2025-01-02,1,40,49,303.55,75,False
2025-01-02,1,41,53,312.38,81,False
2025-01-02,1,42,78,77.3,97,False
2025-01-02,1,43,59,179.42,84,False
2025-01-02,1,44,46,77.42,67,False
2025-01-02,1,45,74,352.47,81,False
2025-01-02,1,46,39,294.53,47,False
2025-01-02,1,47,46,60.6,56,False
2025-01-02,1,48,43,445.87,63,False
2025-01-02,1,49,80,458.93,98,False
2025-01-02,1,50,76,294.21,91,False
2025-01-02,2,1,42,437.34,49,False
2025-01-02,2,2,33,187.47,48,False
2025-01-02,2,3,26,70.89,36,False
2025-01-02,2,4,65,265.97,83,False
2025-01-02,2,5,97,150.38,125,False
2025-01-02,2,6,41,233.61,55,False
2025-01-02,2,7,43,278.64,50,False
2025-01-02,2,8,53,120.62,69,False
2025-01-02,2,9,49,390.63,57,False
2025-01-02,2,10,53,224.03,79,False
2025-01-02,2,11,54,476.58,82,False
2025-01-02,2,12,34,391.0,49,False
2025-01-02,2,13,66,85.18,91,False
2025-01-02,2,14,36,481.91,49,False
2025-01-02,2,15,80,164.92,106,False
2025-01-02,2,16,80,362.44,85,False
2025-01-02,2,17,95,187.14,106,False
2025-01-02,2,18,37,481.2,48,False
2025-01-02,2,19,57,245.42,77,False
2025-01-02,2,20,61,123.67,81,False
2025-01-02,2,21,15,190.31,27,False
2025-01-02,2,22,80,355.15,94,False
2025-01-02,2,23,24,218.13,46,False
2025-01-02,2,24,63,71.38,92,False
2025-01-02,2,25,27,401.37,33,False
2025-01-02,2,26,12,298.19,40,False
2025-01-02,2,27,33,300.44,56,False
2025-01-02,2,28,77,280.17,102,False
2025-01-02,2,29,72,233.24,86,False
2025-01-02,2,30,38,211.91,49,False
2025-01-02,2,31,70,246.51,78,False
2025-01-02,2,32,22,280.12,37,False
2025-01-02,2,33,50,114.92,66,False
2025-01-02,2,34,60,161.87,67,False
2025-01-02,2,35,29,397.82,58,False
2025-01-02,2,36,54,332.22,65,False
2025-01-02,2,37,58,410.68,78,False
2025-01-02,2,38,67,288.73,76,False
2025-01-02,2,39,35,395.63,44,False
2025-01-02,2,40,11,336.17,30,False
2025-01-02,2,41,28,398.99,56,False
2025-01-02,2,42,67,201.07,86,False
2025-01-02,2,43,53,269.74,61,False
2025-01-02,2,44,58,420.96,71,False
2025-01-02,2,45,24,359.88,31,False
2025-01-02,2,46,60,55.66,65,False
2025-01-02,2,47,20,371.59,47,False
2025-01-02,2,48,30,106.67,49,False
2025-01-02,2,49,30,350.35,59,False
2025-01-02,2,50,11,246.73,36,False
2025-01-02,3,1,51,462.25,57,False
2025-01-02,3,2,70,442.13,91,False
2025-01-02,3,3,45,371.16,54,False
2025-01-02,3,4,25,360.52,47,False
2025-01-02,3,5,43,384.8,56,False
2025-01-02,3,6,48,396.69,53,False
2025-01-02,3,7,24,424.69,32,False
2025-01-02,3,8,64,465.98,86,False
2025-01-02,3,9,48,414.7,66,False
2025-01-02,3,10,88,282.12,96,False
2025-01-02,3,11,32,284.19,49,False
2025-01-02,3,12,21,91.85,36,False
2025-01-02,3,13,48,433.86,61,False
2025-01-02,3,14,55,155.72,72,False
2025-01-02,3,15,43,342.11,48,False
2025-01-02,3,16,33,473.93,53,False
2025-01-02,3,17,80,190.29,94,False
2025-01-02,3,18,60,146.26,67,False
2025-01-02,3,19,40,308.04,49,False
2025-01-02,3,20,53,363.57,66,False
2025-01-02,3,21,52,169.51,81,False
2025-01-02,3,22,46,466.02,65,False
2025-01-02,3,23,69,248.19,96,False
2025-01-02,3,24,64,389.9,74,False
2025-01-02,3,25,36,51.25,66,False
2025-01-02,3,26,48,234.07,69,False
2025-01-02,3,27,96,362.03,107,False
2025-01-02,3,28,23,468.57,33,False
2025-01-02,3,29,64,342.74,92,False
2025-01-02,3,30,33,138.6,51,False
2025-01-02,3,31,44,440.83,62,False
2025-01-02,3,32,11,109.8,21,False
2025-01-02,3,33,72,300.79,93,False
2025-01-02,3,34,78,374.86,98,False
2025-01-02,3,35,59,417.29,65,False
2025-01-02,3,36,57,418.98,84,False
2025-01-02,3,37,105,196.48,132,False
2025-01-02,3,38,46,167.1,55,False
2025-01-02,3,39,33,117.32,49,False
2025-01-02,3,40,53,387.09,71,False
2025-01-02,3,41,82,494.83,94,False
2025-01-02,3,42,54,133.36,82,False
2025-01-02,3,43,37,451.61,57,False
2025-01-02,3,44,53,356.09,75,False
2025-01-02,3,45,25,282.33,44,False
2025-01-02,3,46,79,266.12,95,False
2025-01-02,3,47,69,125.6,82,False
2025-01-02,3,48,30,211.97,37,False
2025-01-02,3,49,59,96.64,80,False
2025-01-02,3,50,64,454.79,83,False
2025-01-02,4,1,28,61.26,52,False
2025-01-02,4,2,52,290.08,76,False
2025-01-02,4,3,102,209.64,131,False
2025-01-02,4,4,50,234.48,59,False
2025-01-02,4,5,51,116.98,77,False
2025-01-02,4,6,70,474.63,98,False
2025-01-02,4,7,68,88.56,90,False
2025-01-02,4,8,52,254.6,77,False
2025-01-02,4,9,80,130.43,97,False
2025-01-02,4,10,55,466.84,76,False
2025-01-02,4,11,98,278.88,115,False
2025-01-02,4,12,34,175.32,53,False
2025-01-02,4,13,58,108.35,83,False
